Doc,True idx,True Target,Candidate idx,Max Candidate,Position,True Target JLL,Max Candidate JLL,ABS diff
1661,43,also the best movie sci,33,the worst movie i have ,-10,-37.25802,-9.69599,27.56203
1662,45,at the best of time,46,the best of time a ,1,-34.39741,-10.23974,24.15767
1663,43,all the worst try out,74,that bad the storyline the ,31,-29.05213,-21.87581,7.17632
1664,44,vampire story unfortunately it went,0,          ,-44,-18.25971,-12.18454,6.07517
1665,54,list of favorite which includes,0,          ,-54,-37.1017,-24.50222,12.59948
1666,47,the filmmaker insult our intelligence,48,filmmaker insult our intelligence with ,1,-38.98158,-12.84454,26.13704
1667,44,in this awful conflict and,0,          ,-44,-40.71042,-9.75385,30.95657
1668,47,which is funny and works,48,is funny and works well ,1,-19.78197,-16.68419,3.09778
1669,42,year the best thing about,35,the worst film i have ,-7,-37.73807,-9.08737,28.6507
1670,-1,within ourselves 10/10 no doubt,0,          ,1,-61.47584,-9.72439,51.75145
1671,42,not the best comic in,43,the best comic in the ,1,-32.67151,-20.1775,12.49401
1672,-1,quality entertainment excellent work joanne,0,          ,1,-80.94888,-8.05148,72.8974
1673,52,are not perfect yet the,53,not perfect yet the song ,1,-35.98536,-18.46659,17.51877
1674,45,movie was funny and when,46,was funny and when was ,1,-30.57636,-15.11809,15.45827
1675,77,do not waste your time,78,not waste your time on ,1,-26.42981,-16.01593,10.41388
1676,51,it contains poor shot idiotic,55,idiotic character bad dialogue strange ,4,-39.66544,-33.04533,6.62011
1677,48,and less cheap shock in,49,less cheap shock in their ,1,-32.23303,-17.33159,14.90144
1678,43,claude are annoying azarium's accent,25,as best friend there is ,-18,-61.6695,-19.54916,42.12034
1679,43,way was fantastic as usual,44,was fantastic as usual i ,1,-34.45077,-14.86283,19.58794
1680,46,with clara's best film but,47,with best film but it ,1,-49.89463,-22.39279,27.50184
1681,44,just too bad certain thing,45,too bad certain thing quite ,1,-34.02377,-7.80594,26.21783
1682,57,do not waste your time,58,not waste your time on ,1,-26.488,-10.09981,16.38819
1683,46,deliver the best is when,47,the best is when the ,1,-41.13951,-22.97119,18.16832
1684,46,there are funny moment all,46,there are funny moment all ,0,-23.04232,-23.04232,0
1685,47,is my best friend but,48,my best friend but we ,1,-29.16943,-21.02648,8.14295
1686,43,was so bad i looked,44,so bad i looked it ,1,-28.53471,-16.90755,11.62716
1687,-1,pursuit of cheap propagation,0,          ,1,-37.4482,-1.68549,35.76271
1688,52,the hadley's mess ambitious with,20,      has the ,-32,-52.26263,-19.15008,33.11255
1689,47,taste and boring those love,48,and boring those love and ,1,-41.80093,-24.41592,17.38501
1690,66,fun and enjoyable movie that,72,be fun for the kid ,6,-30.79025,-15.55286,15.23739
1691,44,what a wasted cast this,53,most disappointing film i have ,9,-47.8044,-17.6787,30.1257
1692,48,is too cheap to pay,49,too cheap to pay for ,1,-40.7527,-14.83006,25.92264
1693,47,is an excellent movie and,48,an excellent movie and i ,1,-27.812,-15.74237,12.06963
1694,47,the other annoying character include,48,other annoying character include a ,1,-27.15145,-17.1516,9.99985
1695,45,my personal best film ever,0,          ,-45,-23.42083,-16.43919,6.98164
1696,73,right but unfortunately the roundabout,75,but unfortunately the way this ,2,-46.42925,-21.46615,24.9631
1697,43,moment is badly directed by,44,is badly directed by george ,1,-27.03356,-13.01179,14.02177
1698,75,is an enjoyable b movie,76,an enjoyable b movie not ,1,-27.24023,-16.36827,10.87196
1699,45,of her best performance she,46,her best performance she still ,1,-31.72637,-14.40327,17.3231
1700,45,the embarrassingly poor dubbing which,46,the poor dubbing which my ,1,-36.82605,-14.97003,21.85602
1701,67,a shot sadly morten rotne,69,a shot sadly the down ,2,-40.36055,-26.90795,13.4526
1702,-1,do not waste your time,74,i saw this on free ,75,-36.78836,-31.50879,5.27957
1703,48,astor is refreshing as the,49,is refreshing as the put ,1,-45.98294,-14.81584,31.1671
1704,48,where the best and most,49,the best and most attractive ,1,-41.6751,-20.78533,20.88977
1705,45,ight and beautiful and then,46,and beautiful and then to ,1,-42.55724,-18.65168,23.90556
1706,48,to these poor woman is,49,these poor woman is ever ,1,-41.35581,-23.29627,18.05954
1707,43,humor at best the movie,0,          ,-43,-24.19178,-3.35525,20.83653
1708,48,few mildly funny bit go,49,mildly funny bit go on ,1,-36.49215,-23.3279,13.16425
1709,49,ability the best performance was,50,the best performance was by ,1,-43.04374,-23.46073,19.58301
1710,48,notile and cheap political agenda,0,          ,-48,-43.36351,-5.22482,38.13869
1711,50,to something solid by marrying,0,          ,-50,-59.01146,-25.1286,33.88286
1712,57,a lot recommended to person,0,          ,-57,-29.93516,-13.94267,15.99249
1713,47,girl the best scene is,48,the best scene is when ,1,-39.23604,-17.01535,22.22069
1714,53,to gaiel cheap low rent,54,to cheap low rent post ,1,-36.3868,-21.00511,15.38169
1715,43,did their best to translate,45,their best to this to ,2,-42.03041,-16.97977,25.05064
1716,45,way more funny than it,47,more funny than it was ,2,-32.28354,-7.95315,24.33039
1717,-1,horror genre avoid at all,65,an hour and a half ,66,-39.80248,-31.11515,8.68733
1718,49,was truly awful i just,50,truly awful i just do ,1,-27.29859,-11.34579,15.9528
1719,43,has a great score that,44,a great score that completely ,1,-30.50592,-24.31743,6.18849
1720,75,photographs tell recommended if you,76,tell recommended if you have ,1,-37.06864,-22.39151,14.67713
1721,49,are some funny moment but,50,some funny moment but here ,1,-34.39595,-7.14904,27.24691
1722,70,vile and pointless film then,71,and pointless film then almost ,1,-30.82891,-18.54175,12.28716
1723,46,law his best friend and,47,his best friend and many ,1,-30.65183,-6.36141,24.29042
1724,72,laine's always great pipe time,74,always great time well spent ,2,-54.82972,-17.48559,37.34413
1725,44,than expected unfortunately the story,0,          ,-44,-48.97185,-21.75617,27.21568
1726,44,were just terrible and i,45,just terrible and i can ,1,-28.39909,-18.60544,9.79365
1727,48,is the worst of the,75,so stupid it is hard ,27,-24.80932,-7.00081,17.80851
1728,55,storyline is solid with an,56,is solid with an amazing ,1,-29.18074,-21.81038,7.37036
1729,44,what a refreshing change of,45,a refreshing change of pace ,1,-39.0177,-10.72493,28.29277
1730,43,extra are excellent look for,0,          ,-43,-38.78908,-18.72406,20.06502
1731,45,good not great at all,46,not great at all a ,1,-31.75587,-15.02296,16.73291
1732,46,look an awful lot like,47,an awful lot like kelly ,1,-26.16508,-18.71808,7.447
1733,46,and very funny comedy watching,47,very funny comedy watching you ,1,-26.77456,-12.1299,14.64466
1734,-1,its heart 7/10,73,pure fun with a of ,74,-43.40324,-17.51938,25.88386
1735,66,other much worse movie and,67,much worse movie and paul ,1,-32.58334,-11.43198,21.15136
1736,54,not one funny thing in,17,    i saw this ,-37,-31.40256,-19.18679,12.21577
1737,52,of grouch great privilege to,20,      of on ,-32,-43.89802,-20.3307,23.56732
1738,43,all time great movie moment,43,all time great movie moment ,0,-18.19399,-18.19399,0
1739,50,mind numbingly awful from the,51,mind awful from the opening ,1,-43.03312,-14.36178,28.67134
1740,49,one note annoying performance and,50,note annoying performance and humour ,1,-29.09706,-15.6632,13.43386
1741,46,had a terrible premise be,47,a terrible premise be serious ,1,-35.47135,-28.44893,7.02242
1742,45,group quite funny but misguided,47,quite funny but i wonder ,2,-49.31147,-16.41601,32.89546
1743,47,condition these poor person have,48,these poor person have to ,1,-38.11495,-22.59416,15.52079
1744,46,and future best kelly's mexican,72,truly funny line like you ,26,-40.50285,-20.16177,20.34108
1745,48,mean embarrassingly bad like some,49,mean bad like some comedy ,1,-32.72457,-14.99166,17.73291
1746,49,make the best of it,37,really a great film about ,-12,-42.35846,-20.13482,22.22364
1747,-1,uninspired unbelievable waste of film,51,many other director that came ,52,-97.23651,-32.38726,64.84925
1748,-1,is damn funny,0,          ,1,-46.33028,-25.40832,20.92196
1749,46,it is awful and i,47,is awful and i found ,1,-23.97275,-11.53312,12.43963
1750,44,the most beautiful ever to,42,one of the most beautiful ,-2,-25.62659,-22.49764,3.12895
1751,46,movie with solid performance throughout,47,with solid performance throughout the ,1,-34.59687,-16.52314,18.07373
1752,47,style is badly done in,48,is badly done in most ,1,-39.76872,-13.40105,26.36767
1753,71,with his subtle directing very,72,his subtle directing very different ,1,-33.17341,-24.20058,8.97283
1754,49,his very best here and,50,very best here and lee ,1,-21.5712,-13.69309,7.87811
1755,-1,iene rating 7/10,0,          ,1,-68.07212,-9.35259,58.71953
1756,44,became the best of friend,45,the best of friend though ,1,-32.45027,-28.82098,3.62929
1757,43,great weapon unfortunately infecting himself,44,great weapon unfortunately himself with ,1,-33.3326,-22.83779,10.49481
1758,56,with such subtle care and,63,so beautifully and without that ,7,-39.20197,-24.97961,14.22236
1759,45,is a great show and,57,really loved each other in ,12,-33.16658,-23.82518,9.3414
1760,46,be a boring old love,36,so i was just thinking ,-10,-37.36229,-24.47635,12.88594
1761,47,like another great christine lahti's,0,          ,-47,-47.327,-2.2793,45.0477
1762,61,is a great movie choice,62,a great movie choice all ,1,-32.00609,-24.18537,7.82072
1763,45,of the best film that,44,one of the best film ,-1,-35.48159,-19.4801,16.00149
1764,47,deserves another bad review consider,48,another bad review consider one ,1,-29.55241,-23.7431,5.80931
1765,67,just a great movie if,68,a great movie if you ,1,-25.90622,-11.50348,14.40274
1766,-1,i rate 10/10 across the,49,10 10 across the board ,50,-63.95714,-8.9991,54.95804
1767,45,schoolgirl but best of all,46,but best of all the ,1,-30.77813,-19.3465,11.43163
1768,53,at its best but the,0,          ,-53,-33.39107,-13.96539,19.42568
1769,72,such a waste of their,73,a waste of their talent ,1,-29.85704,-21.94002,7.91702
1770,-1,cast is solid,0,          ,1,-52.71492,-10.40722,42.3077
1771,48,of the worst romantic comedy,49,the worst romantic comedy worst ,1,-44.54808,-17.27596,27.27212
1772,42,had the best music ever,44,the best music ever the ,2,-31.04291,-15.24214,15.80077
1773,45,of the worst movie of,46,the worst movie of all ,1,-39.59721,-16.21179,23.38542
1774,48,symbolism are annoying and trite,49,are annoying and trite his ,1,-35.78348,-16.10501,19.67847
1775,46,picker is awful point and,26,it predictable but it leaves ,-20,-36.69507,-18.70259,17.99248
1776,65,an extremely funny movie but,66,extremely funny movie but you ,1,-28.17402,-18.06753,10.10649
1777,45,in this wonderful movie i,46,this wonderful movie i forgot ,1,-42.73506,-19.6941,23.04096
1778,47,seen some poor movie on,21,  i had the of ,-26,-40.93905,-19.77357,21.16548
1779,45,is probably best characterized as,47,probably best as a sweet ,2,-29.85642,-18.94791,10.90851
1780,43,for the best movie watching,44,the best movie watching experience ,1,-37.16829,-24.29541,12.87288
1781,44,guess the best thing for,13,much worse than evil dead ,-31,-36.1937,-20.23307,15.96063
1782,-1,this a 10/10,52,bond william as the villain ,53,-40.91727,-35.0496,5.86767
1783,48,lot of funny moment part,39,  a really bad sequel ,-9,-34.23896,-17.3917,16.84726
1784,58,himself rather predictable throughout this,59,rather predictable throughout this has ,1,-43.75414,-26.25394,17.5002
1785,-1,acting is wonderful a must,77,so original acting is wonderful ,78,-36.22382,-25.61163,10.61219
1786,42,least one annoying teenager gets,43,one annoying teenager gets killed ,1,-36.9197,-17.72655,19.19315
1787,44,was very funny and from,45,very funny and from my ,1,-30.56536,-11.41115,19.15421
1788,47,world is awful enough already,48,is awful enough already some ,1,-39.96062,-19.60924,20.35138
1789,58,lot of funny line in,21,just think it is there ,-37,-38.50169,-28.02115,10.48054
1790,47,painting seen best in chapter,49,seen best in this painting ,2,-32.37827,-21.92747,10.4508
1791,-1,it again 8/10,50,so what the song were ,51,-44.74632,-32.55817,12.18815
1792,44,just very badly directed as,45,very badly directed as a ,1,-36.86814,-13.25642,23.61172
1793,76,of the best filmgoing experience,0,          ,-76,-22.9457,-9.77782,13.16788
1794,78,man in unfortunately ordinary time,37,      not a ,-41,-26.30792,-16.03738,10.27054
1795,46,is the best wedding escape,47,the best wedding escape that ,1,-37.34525,-11.75322,25.59203
1796,47,minimalistic narrative fun and seducing,49,narrative fun and the down ,2,-64.33846,-22.18202,42.15644
1797,55,streak of fantastic performance for,40,the other hand is one ,-15,-45.38627,-33.38849,11.99778
1798,45,with the great cinematography color,67,this great novel but this ,22,-45.57943,-23.40736,22.17207
1799,-1,this dribble 2/10,0,          ,1,-54.79273,-4.46911,50.32362
1800,49,of the best jack black,50,the best jack black ben ,1,-37.51972,-28.62575,8.89397
1801,42,but the worst i feel,43,the worst i feel about ,1,-36.52018,-14.63268,21.8875
1802,-1,pummel the bad guy another,0,          ,1,-94.62914,-94.62914,0
1803,-1,the burning 2/10 kid,73,a good bad slasher see ,74,-38.84689,-33.16091,5.68598
1804,51,limit it worse is the,54,it worse is the historical ,3,-56.55217,-12.44021,44.11196
1805,-1,such a disappointing turn,67,it is just a shame ,68,-53.37878,-30.00427,23.37451
1806,48,at absolute best i seems,29,    i am not ,-19,-33.62629,-16.39712,17.22917
1807,44,poor at best the story,39,is laughable the acting is ,-5,-28.72476,-15.54462,13.18014
1808,42,book the best part of,46,the best part of the ,4,-43.72257,-8.8285,34.89407
1809,45,to be funny but nowhere,46,be funny but nowhere near ,1,-30.53893,-12.93458,17.60435
1810,48,am reading wasted on some,59,their character to the t ,11,-66.8797,-20.28865,46.59105
1811,-1,rock is funny no matter,0,          ,1,-12.34475,-12.34475,0
1812,45,and even worse just when,46,even worse just when you ,1,-30.46316,-14.89027,15.57289
1813,75,enjoying a wonderful ice cream,0,          ,-75,-35.68633,-7.79848,27.88785
1814,44,it is amazing i can,45,is amazing i can not ,1,-24.61346,-12.64382,11.96964
1815,67,self absorption beautifully portrayed as,70,portrayed as well as the ,3,-49.70931,-19.94824,29.76107
1816,-1,your wit 2/10 sorry for,78,2 10 sorry for my ,79,-13.21024,-13.21024,0
1817,44,are pretty forgettable and it,9,      to sleep ,-35,-37.91799,-17.05846,20.85953
1818,48,and an insult whoopi goldberg,49,an insult whoopi goldberg is ,1,-33.60328,-10.60236,23.00092
1819,59,is even annoying finding yourself,60,even annoying finding yourself the ,1,-31.6525,-12.00948,19.64302
1820,44,become implausible cheap and rather,77,so bad i give it ,33,-45.59273,-18.29247,27.30026
1821,49,hope and best wish even,50,and best wish even if ,1,-26.29614,-18.82686,7.46928
1822,47,rockwell now best known as,48,now best known as the ,1,-33.23608,-22.45352,10.78256
1823,-1,gets a 2/10 star is,0,          ,1,-49.01025,-5.37265,43.6376
1824,51,of the best scene the,69,and a sense of fun ,18,-41.66609,-25.40097,16.26512
1825,49,for the disappointing overlong and,59,so bad if it were ,10,-35.257,-15.35202,19.90498
1826,48,it a solid choice for,49,a solid choice for nature ,1,-28.8181,-17.88534,10.93276
1827,45,fact the best acting was,46,the best acting was by ,1,-40.20172,-14.06862,26.1331
1828,43,movie was awful in the,0,          ,-43,-30.49109,-2.11685,28.37424
1829,42,also be disappointed not only,43,be disappointed not only does ,1,-27.78367,-17.23668,10.54699
1830,47,still kinda fun it has,73,really enjoyed watching it i ,26,-23.63511,-10.60043,13.03468
1831,52,her two best friend fumiya,54,two best friend and she ,2,-63.61943,-13.4142,50.20523
1832,58,in the worst way imaginable,21,    for attention and ,-37,-31.24511,-22.52449,8.72062
1833,46,feature the best actor though,47,the best actor though i ,1,-49.45637,-17.60651,31.84986
1834,44,drama with excellent performance from,0,          ,-44,-24.45711,-12.48462,11.97249
1835,-1,style a disappointment,0,          ,1,-69.56743,-21.13398,48.43345
1836,47,piece is amazing consisting of,36,and one you will find ,-11,-52.56797,-22.18911,30.37886
1837,-1,bad dialogue worse worst acting,65,      way and ,66,-67.92053,-27.01417,40.90636
1838,47,be so awful but it,48,so awful but it is ,1,-38.62052,-13.77354,24.84698
1839,44,of the best animation i,33,10 10 it has a ,-11,-44.67711,-19.75311,24.924
1840,-1,it a 9/10 i also,46,9 10 i also thought ,47,-54.88288,-12.34166,42.54122
1841,71,i liked best where the,65,was fun to watch it ,-6,-31.47118,-15.95793,15.51325
1842,50,turn are solid and work,28,feature more as a note ,-22,-33.55627,-30.12159,3.43468
1843,53,basic at best the budget,0,          ,-53,-37.22611,-4.86253,32.36358
1844,47,is not funny and his,48,not funny and his kid ,1,-34.15699,-14.47778,19.67921
1845,-1,but very funny with it,46,  i may get to ,47,-43.72384,-27.41307,16.31077
1846,77,do her best but it,64,so bad that it is ,-13,-34.95093,-10.08457,24.86636
1847,47,as his best effort even,9,      and one ,-38,-26.08428,-18.82613,7.25815
1848,65,film and poor michael park,66,and poor michael park an ,1,-43.51089,-26.98073,16.53016
1849,47,a ten best list of,48,ten best list of the ,1,-31.34507,-9.69539,21.64968
1850,44,it the worst film of,45,the worst film of the ,1,-19.34248,-5.71096,13.63152
1851,42,very creative annoying was more,42,very creative annoying was more ,0,-16.95891,-16.95891,0
1852,42,is greatness fantastic script great,60,you can see the ending ,18,-35.62503,-22.34326,13.28177
1853,44,is the best really and,45,the best really and guess ,1,-38.09847,-25.94396,12.15451
1854,43,thriller purely awful i am,17,woman are beautiful and the ,-26,-45.01811,-19.06492,25.95319
1855,50,are clichéd worse considering its,61,so so comment that this ,11,-41.71836,-30.44621,11.27215
1856,43,is his best effort and,49,his best film it is ,6,-40.91219,-18.02692,22.88527
1857,75,and detached worse than spawn,41,      have to ,-34,-43.73214,-14.05767,29.67447
1858,48,movie features excellent special effect,0,          ,-48,-42.3032,-1.76679,40.53641
1859,49,father is great because he,50,is great because he wants ,1,-37.78783,-18.21863,19.5692
1860,62,mediocre at best with some,61,rather mediocre at best with ,-1,-23.16748,-16.99128,6.1762
1861,43,the cinematography fantastic the direction,10,not shown as a man ,-33,-33.78455,-27.05557,6.72898
1862,48,wish him best all of,57,actor gave superb performance down ,9,-49.92427,-24.26874,25.65553
1863,74,of the great one and,73,truly one of the great ,-1,-34.96762,-27.34062,7.627
1864,46,be the worst in his,66,special effect and its campy ,20,-26.22076,-25.92671,0.29405
1865,60,stewart's cattle beautiful cinematography in,0,          ,-60,-62.17974,-16.25439,45.92535
1866,72,not just annoying it is,74,just annoying it is the ,2,-41.37032,-5.90545,35.46487
1867,-1,in this obnoxious and racist,0,          ,1,-79.25125,-16.15202,63.09923
1868,46,sometimes even boring there are,47,even boring there are too ,1,-32.00188,-14.49369,17.50819
1869,50,terrific gritty noir with some,51,gritty noir with some good ,1,-34.83133,-27.8291,7.00223
1870,43,far the best direct to,44,the best direct to video ,1,-32.17753,-17.02907,15.14846
1871,46,and as bad as underdog,48,as bad as is my ,2,-31.44954,-11.69315,19.75639
1872,46,and was great as the,47,was great as the sheriff ,1,-35.02454,-15.35108,19.67346
1873,45,1 are awful there is,46,are awful there is no ,1,-22.73359,-18.48714,4.24645
1874,-1,possibly his best ever it,70,how good it is if ,71,-58.54048,-26.36127,32.17921
1875,47,is a great history story,48,a great history story it ,1,-34.39037,-25.30802,9.08235
1876,52,is too stupid another a,24,thing about this film is ,-28,-36.35048,-20.95927,15.39121
1877,49,only gotten worse and the,50,gotten worse and the down ,1,-35.76528,-13.41613,22.34915
1878,47,in the bad movie police,13,a bunch of person shot ,-34,-40.33923,-26.5679,13.77133
1879,43,is a badly plotted conceived,73,very good idea but the ,30,-42.69325,-22.0666,20.62665
1880,42,script is awful the continuity,44,is awful the continuity of ,2,-35.5272,-16.5101,19.0171
1881,47,song are funny but get,47,song are funny but get ,0,-26.20555,-26.20555,0
1882,-1,be a beautiful stranger lost,0,          ,1,-25.74906,-25.74906,0
1883,42,a good solid performance from,27,so bad the plot could ,-15,-23.47689,-13.97196,9.50493
1884,50,long and boring the minister,51,long and boring the should ,1,-30.50897,-22.51712,7.99185
1885,46,of the best romanian actor,0,          ,-46,-36.75711,-26.58663,10.17048
1886,51,prepared with great care but,0,          ,-51,-38.297,-3.62109,34.67591
1887,60,one to avoid unless you,61,to avoid unless you really ,1,-33.78789,-17.41617,16.37172
1888,45,there were surprisingly dark moment,0,          ,-45,-25.79972,-19.29659,6.50313
1889,46,in their best regarded partnership,0,          ,-46,-42.84139,-6.86938,35.97201
1890,49,some pretty pathetic dialogue and,50,pretty pathetic dialogue and she ,1,-26.88337,-25.50036,1.38301
1891,43,and the best friend before,44,the best friend before coming ,1,-46.12759,-26.7368,19.39079
1892,70,on the beautiful girl since,52,me one of the part ,-18,-44.57706,-23.37324,21.20382
1893,55,is at best interesting yet,0,          ,-55,-43.85475,-9.2855,34.56925
1894,47,be the worst in history,29,it seems then the supposed ,-18,-29.41966,-25.98813,3.43153
1895,43,are some funny scene it,44,some funny scene it also ,1,-30.82434,-10.51146,20.31288
1896,48,were the best of the,49,the best of the adaptation ,1,-32.05494,-10.6385,21.41644
1897,54,screening a funny savage and,55,a funny savage and sharp ,1,-64.3257,-18.90226,45.42344
1898,49,film was badly re created,21,pretty bad and the acting ,-28,-39.59632,-12.92886,26.66746
1899,44,at its best the story,45,its best the story takes ,1,-34.78351,-7.58937,27.19414
1900,45,the most boring movie in,46,most boring movie in history ,1,-26.41624,-16.80887,9.60737
1901,44,the most beautiful tv series,45,most beautiful tv series that ,1,-32.69733,-22.07227,10.62506
1902,72,say i enjoyed it as,73,i enjoyed it as i ,1,-34.75934,-19.33077,15.42857
1903,45,it an amazing read i,46,an amazing read i have ,1,-22.33298,-14.19611,8.13687
1904,53,madsen is disappointing when you,54,is disappointing when you are ,1,-40.3499,-20.35861,19.99129
1905,52,quality is terrible most of,53,is terrible most of the ,1,-35.56187,-19.03415,16.52772
1906,51,jame stewart solid and convincing,51,jame stewart solid and convincing ,0,-15.81673,-15.81673,0
1907,73,if you waste 2 hour,75,waste 2 hour of your ,2,-35.3454,-23.63119,11.71421
1908,-1,rate this 7/10,66,average story with a twist ,67,-65.8731,-25.82816,40.04494
1909,-1,made the worst junior high,71,is more entertaining than this ,72,-56.78459,-26.87725,29.90734
1910,-1,fist pumping 8/10,0,          ,1,-46.32902,-2.83974,43.48928
1911,46,and that annoying voice that,48,that annoying voice that could ,2,-45.09525,-20.87473,24.22052
1912,60,are some great action scene,61,some great action scene some ,1,-36.70461,-14.33153,22.37308
1913,44,all around terrible terrible movie,37,and bad special effect they ,-7,-28.01537,-16.67169,11.34368
1914,45,let's not waste any time,51,the film it is hip ,6,-46.30634,-24.63289,21.67345
1915,-1,or overly funny movie of,60,definitely add this movie to ,61,-38.0125,-36.0522,1.9603
1916,50,of the great film of,49,one of the great film ,-1,-39.77857,-21.04218,18.73639
1917,47,are the annoying valley girl,47,there are the annoying girl ,0,-27.26921,-27.26921,0
1918,46,of the best genre piece,72,sound effect or the complete ,26,-40.69217,-30.28568,10.40649
1919,45,roman one best even though,74,as well as the weird ,29,-34.47423,-21.75816,12.71607
1920,51,tell an amazing story stretched,52,tell an amazing story over ,1,-39.00812,-23.00255,16.00557
1921,43,are the best it is,69,it is the only movie ,26,-35.56159,-21.81884,13.74275
1922,47,is much worse than his,48,much worse than his other ,1,-26.44459,-14.78456,11.66003
1923,68,costume drama's great play great,60,loved it a lot more ,-8,-37.61063,-16.73864,20.87199
1924,-1,guru rating 10/10,0,          ,1,-49.98488,-1.74861,48.23627
1925,45,creature and bad guy against,46,and bad guy against each ,1,-24.53175,-16.02004,8.51171
1926,47,action movie unfortunately dominating the,48,action movie unfortunately the industry ,1,-28.08052,-24.42943,3.65109
1927,53,this was terrible i am,54,was terrible i am getting ,1,-37.79435,-15.44646,22.34789
1928,45,the village worst part is,0,          ,-45,-37.42184,-14.74704,22.6748
1929,49,guy do best the girl,21,self worst of all it ,-28,-45.07948,-24.28838,20.7911
1930,55,since his fantastic work and,55,since his fantastic work and ,0,-29.53788,-29.53788,0
1931,45,soundtrack is beautiful but the,47,is beautiful but the is ,2,-31.83427,-23.69786,8.13641
1932,47,was a great idea but,48,a great idea but boy ,1,-36.23732,-11.33721,24.90011
1933,57,be the worst film i,58,the worst film i have ,1,-29.67969,-23.38146,6.29823
1934,45,three and worse we watched,11,    easy to loose ,-34,-31.69352,-26.48231,5.21121
1935,48,that is bad about modern,49,is bad about modern film ,1,-27.03227,-22.33385,4.69842
1936,47,my leg badly just before,48,my badly just before and ,1,-47.00352,-13.43221,33.57131
1937,77,was a great swimmer and,78,was a great and had ,1,-35.08331,-27.72895,7.35436
1938,-1,gets real annoying real quick,47,      make him ,48,-53.15793,-19.83669,33.32124
1939,56,is a bad movie trust,57,a bad movie trust me ,1,-25.61863,-12.67263,12.946
1940,-1,book again 1/10,68,and boring if you on ,69,-45.68195,-14.03675,31.6452
1941,54,are unsubstantial boring and not,62,too boring the only thing ,8,-33.93357,-8.7119,25.22167
1942,59,mediocre at best for house,58,is mediocre at best for ,-1,-20.8306,-20.03445,0.79615
1943,43,was incredibly badly dubbed in,44,incredibly badly dubbed in the ,1,-38.48913,-17.19538,21.29375
1944,43,wayan are funny at least,44,are funny at least they ,1,-36.74664,-19.91473,16.83191
1945,44,high since unfortunately you are,22,you are not a part ,-22,-35.79101,-24.66152,11.12949
1946,46,without any boring lull the,67,so as to do such ,21,-37.96407,-27.36041,10.60366
1947,71,in much worse shape than,0,          ,-71,-42.95961,-6.74557,36.21404
1948,66,not all bad i did,67,all bad i did get ,1,-31.04689,-18.53318,12.51371
1949,48,of murder funny but against,27,    it is a ,-21,-36.43618,-14.30142,22.13476
1950,50,and everyone's annoying the twin,51,and annoying the twin look ,1,-25.481,-16.11205,9.36895
1951,43,of the best of worst,65,sound effect are just not ,22,-38.2662,-24.29509,13.97111
1952,46,it is predictable much like,47,is predictable much like the ,1,-28.08522,-23.06577,5.01945
1953,-1,watched 11/7/2002 2/10 dir john,47,7 2 10 john pretty ,48,-45.47191,-18.47064,27.00127
1954,48,is perfect funny appropriate dexterous,40,very good and the dance ,-8,-30.09971,-23.76825,6.33146
1955,47,pad a great cast mixing,0,          ,-47,-81.86025,-18.0704,63.78985
1956,44,a terrible waste of a,45,terrible waste of a free ,1,-28.15845,-16.66706,11.49139
1957,57,later the great depression ings,58,later the great ings many ,1,-37.87684,-34.96317,2.91367
1958,-1,at the best,0,          ,1,-34.14163,-7.65254,26.48909
1959,72,and have fun with it,0,          ,-72,-31.0573,-9.28585,21.77145
1960,-1,was the best movie ever,63,one of the few kung ,64,-46.51517,-20.8133,25.70187
1961,46,the largely poor and black,47,largely poor and black it ,1,-25.52392,-18.98147,6.54245
1962,45,of a great movie is,46,a great movie is if ,1,-33.20961,-26.01287,7.19674
1963,46,not as great as some,47,as great as some person ,1,-22.78758,-17.25742,5.53016
1964,-1,their kids 8/10,0,          ,1,-60.01803,-2.83337,57.18466
1965,53,is now best remembered as,57,as introduction to the three ,4,-31.95947,-18.46635,13.49312
1966,45,is never funny an adventure,7,      one usually ,-38,-47.67473,-22.42461,25.25012
1967,44,is the best reality show,45,the best reality show anyone ,1,-42.15283,-30.60719,11.54564
1968,45,pointless and boring existence of,46,and boring existence of middle ,1,-26.96653,-21.79124,5.17529
1969,46,be a solid movie almost,60,really amazing and the setting ,14,-35.18909,-15.58797,19.60112
1970,-1,it a 2/10,72,a total waste of 6 ,73,-34.00179,-19.64655,14.35524
1971,50,at time annoying and over,51,time annoying and over acted ,1,-23.94304,-21.59425,2.34879
1972,42,guess the best part of,43,the best part of the ,1,-41.62667,-20.59149,21.03518
1973,46,a very funny comedy with,47,very funny comedy with hilarious ,1,-23.26103,-13.94346,9.31757
1974,49,in this beautifully edited film,50,this beautifully edited film comes ,1,-43.51888,-24.27715,19.24173
1975,50,simply awful slasher molded,51,  simply awful slasher from ,1,-14.89062,-8.23774,6.65288
1976,52,i find bad b movie,0,          ,-52,-48.20155,-6.32207,41.87948
1977,47,it is poorly researched as,49,is poorly as other have ,2,-28.24101,-24.28591,3.9551
1978,41,she is fantastic a real,69,so beautifully done overall the ,28,-38.89551,-23.51711,15.3784
1979,49,in his best and just,50,his best and just as ,1,-28.40626,-13.32478,15.08148
1980,44,for the worst however this,45,the worst however this might ,1,-42.22998,-12.83327,29.39671
1981,43,be a mediocre movie when,66,very fun and the action ,23,-35.75266,-13.71084,22.04182
